labels,text
"Why not? It seems like you're improvising your entire curriculum. This is all about listening and responding. Gotcha. I'm going to create a character and a situation, and you just jump in when you feel it. All right. All right. Action. Okay, it's not a movie. It's improv. So no one calls ""action."" Hey, you taught me something. Who would have thought it?",1
"Well, that's it. That's the end of Roger Abbott. And we still don't know who framed him. I still keep thinking about how an entire life can seemingly amount to nothing. I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",0
No seriouslty. Sarcastic? Us? Nooo.,1
"Who could get <i>all</i> the giant missiles she wants. Are we talking about women wanting penises? Because I'd like to weigh in. Dr. Koothrappali, would you care to join the conversation? Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",0
"That's enough. Call me. Right. Okay, good night. What? Had a great time. Ciao. I'm sorry, I am not going back to the Renaissance fair.",0
"Are you guys doing okay? Leonard and I are fine, but I think Raj needs to meet a girl really soon. Well, that shouldn't be too hard. He's such a cutie. Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
Labradoodle? We might be starting to zero in on your problem.",1
"I promised my mother. I suppose you could have your android penis circumcised. But that's something your rabbi would have to discuss with the manufacturer. Not to mention you'd have to power down on saturdays. Sheldon, why is this letter in the trash? Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",1
"Your movies and your TV shows promised streets paved with beautiful blonde women with big bazongas. Eat another pie, you'll have your own bazongas. That's cruel. You know it goes straight to my hips. Gentlemen, please focus. You're facing a fire-breathing dragon. I don't know if I want to play anymore. Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0
I never would have identified the fingerprints of string theory in the aftermath of the Big Bang. My apologies. What's your plan? It's just a privilege to watch your mind at work.,1
"Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old. Are you referring to me? Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",1
"How is it your seat? Cause I was sitting there But then you left But its not like I went to Spain, I went to the bathroom , you knew I was coming back. Whats the big deal? The big deal is that I was sitting there last, so.. that's my seat Actually, the last place you were sitting was in there You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops! I just have to do one thing, really quickly, its not a big thing  ...  GET UP||",1
"Ooh.
He was so happy after he passed it, he gave me a Terminator. That is amazing.
How long have you been collecting? Ever since I was a kid, but, uh, I didn't really get serious until William Shatner's bladder infection. What'd you get? What'd you get? Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",0
"So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway. Can I be in charge of pricing?
I've been going to garage sales my whole life. Can you believe I got these pantyhose for a nickel? All right, Amy's in charge of pricing and being 75.",1
"Oh! Oh God Now you know how you really feel about it. Oh-oh, that's a risky little game!",0
"I honestly don't care. Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions. What do you want from me? I just don't give a rat's ass. Would that be a giant rat's ass? For the record, giant rats are possible. Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?",1
"All right. I'm no stranger to a little gray matter. Locus coeruleus. Locus coeruleus. You're getting warmer-- it is, indeed, in the brain. Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",1
"You know what I just realized? Joker is poker with a J. Coincidence? Hey, that's Joincidence with a C",1
"I mean, you two are-are my… I mean, I'm lucky to have just one good Thanks man. I gotta go check something over here. What a baby.",0
Would you have opened the door if you knew it was me? Not since I found out the teddy bear you gave me had a webcam in it. I just have a question. Does Bernadette ever talk about me?,0
No! You let go! How come it's always us left in the field holding the ball? I don't know. I guess the other people just don't care enough. Hey! It's starting to snow.,0
"Hey Ross I was wondering. Oh my god, where are all the men?",0
"You went to President Seibert's house in the middle of the night? He didn't respond to my e-mail, his phone number is unlisted. Tell me what my other option was. You could have waited until morning. I know, look who I'm talking to. Do you remember the grant proposal I submitted to the National Science Foundation to detect slow-moving monopoles at the magnetic North Pole? Hardly a day goes by when I don't think about it.",1
"Everybody's staring at me. Don't worry, they're more scared of you than you are of them. Unlikely. Here, what about this one for my nephew? A superb choice. Oh, great. Provided he has already read and is familiar with the reestablishment of the DC multiverse.",0
Oh Dorothy would please open this jar of nuts for me? You couldn't get it open? Oh I didn't try. I don't wanna risk cracking a nail. What are these? Claws?,1
"Your tailor, is a very bad man. Joey' trailer took advantage of me No way, I have been going to the guy for twelve years That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ? Yes yes it is! In Prison!!",1
"I need to talk to you, it's pretty urgent. It's about Monica and Chandler. Oh my God! Of course, of course. Umm, would you please excuse me for a moment?",0
"Uh, do you work with Dr. Hofstadter? In a way. We've kind of been involved in a five-year experiment. Oh. Well, you're lucky. He seems very talented.
And I'm sure a lot of people want to work with him. Well, a lot of people can't. Uh, hey. Where are we going? My limbic system wants to take your pants off.",0
"When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around! We got a box.",0
About what? He's planning your birthday party. Oh my God! I love him! You'd better act surprised.,0
Go over to her. She's not with anyone. Oh yeah right. And what would my opening line be? Excuse me,1
"See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand. I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera. That does sound much simpler. How long is this going to take? Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",1
"No, that was a different, different guy. Was he the one who used your head to open a nut? Oh, oh, oh. Was he the one who made you eat your arm hair? No, but, actually, that was this guy's sister. All right, well, what do you think he wants? I don't know. You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",1
"Did I go to this school? Hey, there's Missy Goldberg. You gotta remember her. Sure, nice. Dude. You're married to my sister. You are right, by saying nice, I am virtually licking her.",1
"Oh, I must've said that after you left. Said what? Exactly. That you enjoyed the occasional drink .. ing binge. Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",0
"I'm really glad Monica asked us out. I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch. You're sister? You're sister's asleep on the couch? Ohhh! I saw Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",0
"I know Richard's really nice and everything, it's just that we don't know him really well you know, plus he is old  ...  er than some people. But younger than some buildings!",1
"Ugh! It's like walking into the Amazon.
And not the good Amazon with one-day shipping.
The awful one with birds and snakes. You hate the sound of all those keys on his key chain. Four keys!
Who does he think he is, a warden? See? Maybe you'll love living alone. I don't know. Perhaps. And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",1
"and she makes me Froot Loops. Go with gay story, people are more accepting of that. Actually, Froot Loops just got married to a girl. Congratulations. Thanks, we decided to do it before the launch. You and Mrs. Loops have a big wedding? Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",0
"Of course not. I'm a theoretical physicist.
A career I chose in no small part because it's indoors, but if I'm able to detect slow-moving magnetic monopoles there, I will be the scientis to confirm string theory. People will write books about me. Third-graders will create macaroni-art dioramas depicting scenes from my life. Sure, maybe a tableau of me trying to pummel you to death.",1
"in town were starting to say I was a witch. Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis. Oh, it's about time. I hated the old way. Hi. I'm Penny. Alex.
Uh, do you work with Dr. Hofstadter? In a way. We've kind of been involved in a five-year experiment.",0
"Pickin up wedding dresses. Wapah. Whats wapah You now, whipped. Wapah That's not whipped That's what I did, wapah. You can't do anything.",0
"The audible sigh is a show of exasperation, right? Right. Is it about me or the dead pixels? Hey, you're just in time. We made Tex-Mex. Oh, sounds great. Oh, Indians making Tex-Mex. Might as well have had the Chinese pizza. Hey, you. That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",1
"So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation. All right, okay, well, apparently not!",1
"What exactly do you think goes on here? Well...
conversations that you wouldn't be comfortable having in front of the opposite sex. You know, who has the best cervix. Which sanitary napkin is all the rage right now. Men's buttocks, and how you want to pat and squeeze them. We were talking about Penny's job. And how difficult it is to do when she's bloated, cranky and crampy?",0
"You heard what he said about his parents. 
It was the little things they kept bottled up. 
I don't want that to happen to us. How can I convince you it won't? Well, is there anything about me you're keeping inside? I'm not answering that. 
It's a trap. So there<i> are</i> things you don't like. And here I am in the trap. You just keep talking. I'm gonna chew my leg off.",1
